Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
PI Industries Ltd.,Chemicals,Equity,1606.167,Sundaram Multi Cap Fund Direct Growth
Tube Investments Of India Ltd.,Automobile,Equity,1606.167,Sundaram Multi Cap Fund Direct Growth
Avenue Supermarts Ltd.,Services,Equity,1606.167,Sundaram Multi Cap Fund Direct Growth
SRF Ltd.,Diversified,Equity,1249.241,Sundaram Multi Cap Fund Direct Growth
JK Cement Ltd.,Construction,Equity,1249.241,Sundaram Multi Cap Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,1249.241,Sundaram Multi Cap Fund Direct Growth
NTPC Ltd.,Energy,Equity,1249.241,Sundaram Multi Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,1070.778,Sundaram Multi Cap Fund Direct Growth
Chalet Hotels Ltd.,Services,Equity,1070.778,Sundaram Multi Cap Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,892.315,Sundaram Multi Cap Fund Direct Growth
Cholamandalam Financial Holdings Ltd.,Financial,Equity,892.315,Sundaram Multi Cap Fund Direct Growth
Astral Ltd.,Chemicals,Equity,892.315,Sundaram Multi Cap Fund Direct Growth
Affle (India) Ltd.,Technology,Equity,713.8520000000001,Sundaram Multi Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,713.8520000000001,Sundaram Multi Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,25547.320000000003,ICICI Prudential Housing Opportunities Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,20383.5,ICICI Prudential Housing Opportunities Fund Direct Growth
NTPC Ltd.,Energy,Equity,18209.26,ICICI Prudential Housing Opportunities Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,16035.020000000002,ICICI Prudential Housing Opportunities Fund Direct Growth
Grasim Industries Ltd.,Construction,Equity,13045.44,ICICI Prudential Housing Opportunities Fund Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,13045.44,ICICI Prudential Housing Opportunities Fund Direct Growth
Embassy Office Parks REIT,Construction,REITs,11414.760000000002,ICICI Prudential Housing Opportunities Fund Direct Growth
State Bank of India,Financial,Equity,8696.960000000001,ICICI Prudential Housing Opportunities Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,7066.280000000001,ICICI Prudential Housing Opportunities Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,7066.280000000001,ICICI Prudential Housing Opportunities Fund Direct Growth
Havells India Ltd.,Capital Goods,Equity,5435.6,ICICI Prudential Housing Opportunities Fund Direct Growth
Orient Electric Ltd.,Consumer Discretionary,Equity,4892.040000000001,ICICI Prudential Housing Opportunities Fund Direct Growth
Oberoi Realty Ltd.,Construction,Equity,4892.040000000001,ICICI Prudential Housing Opportunities Fund Direct Growth
Life Insurance Corporation of India,Insurance,Equity,4076.7,ICICI Prudential Housing Opportunities Fund Direct Growth
Asian Paints Ltd.,Chemicals,Equity,3804.92,ICICI Prudential Housing Opportunities Fund Direct Growth
La Opala RG Ltd.,Construction,Equity,3533.1400000000003,ICICI Prudential Housing Opportunities Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,3261.36,ICICI Prudential Housing Opportunities Fund Direct Growth
LIC Housing Finance Ltd.,Financial,Equity,3261.36,ICICI Prudential Housing Opportunities Fund Direct Growth
Ambuja Cements Ltd.,Construction,Equity,3261.36,ICICI Prudential Housing Opportunities Fund Direct Growth
Birla Corporation Ltd.,Construction,Equity,3261.36,ICICI Prudential Housing Opportunities Fund Direct Growth
ACC Ltd.,Construction,Equity,2717.8,ICICI Prudential Housing Opportunities Fund Direct Growth
Amber Enterprises India Ltd.,Consumer Discretionary,Equity,2446.0200000000004,ICICI Prudential Housing Opportunities Fund Direct Growth
Bajaj Electricals Ltd.,Consumer Discretionary,Equity,2446.0200000000004,ICICI Prudential Housing Opportunities Fund Direct Growth
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,1902.46,ICICI Prudential Housing Opportunities Fund Direct Growth
Indraprastha Gas Ltd.,Energy,Equity,1087.12,ICICI Prudential Housing Opportunities Fund Direct Growth
Finolex Cables Ltd.,Capital Goods,Equity,815.34,ICICI Prudential Housing Opportunities Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,5976.81,Mahindra Manulife Focused Fund Direct Growth
Infosys Ltd.,Technology,Equity,5379.129,Mahindra Manulife Focused Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,4316.585,Mahindra Manulife Focused Fund Direct Growth
State Bank of India,Financial,Equity,3187.632,Mahindra Manulife Focused Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,2988.405,Mahindra Manulife Focused Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,2789.1780000000003,Mahindra Manulife Focused Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,2523.542,Mahindra Manulife Focused Fund Direct Growth
NTPC Ltd.,Energy,Equity,2457.1330000000003,Mahindra Manulife Focused Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,2257.906,Mahindra Manulife Focused Fund Direct Growth
Grasim Industries Ltd.,Construction,Equity,2191.497,Mahindra Manulife Focused Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,1992.27,Mahindra Manulife Focused Fund Direct Growth
IDFC Ltd.,Financial,Equity,1726.6340000000002,Mahindra Manulife Focused Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,1527.407,Mahindra Manulife Focused Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,1460.9980000000005,Mahindra Manulife Focused Fund Direct Growth
Tech Mahindra Ltd.,Technology,Equity,1394.5890000000002,Mahindra Manulife Focused Fund Direct Growth
Gujarat Fluorochemicals Ltd.,Chemicals,Equity,1394.5890000000002,Mahindra Manulife Focused Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1261.771,Mahindra Manulife Focused Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,1128.953,Mahindra Manulife Focused Fund Direct Growth
Hero Motocorp Ltd.,Automobile,Equity,1062.544,Mahindra Manulife Focused Fund Direct Growth
Jindal Stainless Ltd.,Metals & Mining,Equity,929.726,Mahindra Manulife Focused Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,929.726,Mahindra Manulife Focused Fund Direct Growth
Century Textiles & Industries Ltd.,Consumer Staples,Equity,796.908,Mahindra Manulife Focused Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,2449.4,LIC MF Multi Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,1714.58,LIC MF Multi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,1469.64,LIC MF Multi Cap Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,1028.748,LIC MF Multi Cap Fund Direct Growth
State Bank of India,Financial,Equity,1028.748,LIC MF Multi Cap Fund Direct Growth
Devyani International Ltd.,Services,Equity,1028.748,LIC MF Multi Cap Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,930.772,LIC MF Multi Cap Fund Direct Growth
Cera Sanitaryware Ltd.,Construction,Equity,881.784,LIC MF Multi Cap Fund Direct Growth
Hitachi Energy India Ltd.,Capital Goods,Equity,881.784,LIC MF Multi Cap Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,881.784,LIC MF Multi Cap Fund Direct Growth
SRF Ltd.,Diversified,Equity,832.7959999999999,LIC MF Multi Cap Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,783.808,LIC MF Multi Cap Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,783.808,LIC MF Multi Cap Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,783.808,LIC MF Multi Cap Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,783.808,LIC MF Multi Cap Fund Direct Growth
Sundaram Finance Ltd.,Financial,Equity,783.808,LIC MF Multi Cap Fund Direct Growth
Transport Corporation Of India Ltd.,Services,Equity,685.832,LIC MF Multi Cap Fund Direct Growth
Mahanagar Gas Ltd.,Energy,Equity,685.832,LIC MF Multi Cap Fund Direct Growth
Ashoka Buildcon Ltd.,Construction,Equity,685.832,LIC MF Multi Cap Fund Direct Growth
Bajaj Electricals Ltd.,Consumer Discretionary,Equity,636.844,LIC MF Multi Cap Fund Direct Growth
Kansai Nerolac Paints Ltd.,Chemicals,Equity,636.844,LIC MF Multi Cap Fund Direct Growth
Century Plyboards (India) Ltd.,Consumer Staples,Equity,587.856,LIC MF Multi Cap Fund Direct Growth
Carborundum Universal Ltd.,Metals & Mining,Equity,587.856,LIC MF Multi Cap Fund Direct Growth
Aditya Birla Fashion and Retail Ltd.,Services,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
VIP Industries Ltd.,Chemicals,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
NOCIL Ltd.,Chemicals,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
KSB Ltd.,Capital Goods,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
Somany Ceramics Ltd.,Construction,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
DCB Bank Ltd.,Financial,Equity,538.868,LIC MF Multi Cap Fund Direct Growth
Pitti Engineering Ltd.,Capital Goods,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
Gujarat Gas Ltd.,Energy,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
Eicher Motors Ltd.,Automobile,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
Emami Ltd.,Consumer Staples,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,489.88,LIC MF Multi Cap Fund Direct Growth
Balkrishna Industries Ltd.,Automobile,Equity,440.892,LIC MF Multi Cap Fund Direct Growth
Vinati Organics Ltd.,Chemicals,Equity,440.892,LIC MF Multi Cap Fund Direct Growth
Blue Star Ltd.,Consumer Discretionary,Equity,440.892,LIC MF Multi Cap Fund Direct Growth
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,440.892,LIC MF Multi Cap Fund Direct Growth
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,391.904,LIC MF Multi Cap Fund Direct Growth
City Union Bank Ltd.,Financial,Equity,342.916,LIC MF Multi Cap Fund Direct Growth
Star Health and Allied Insurance Company Ltd.,Insurance,Equity,293.928,LIC MF Multi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,23262.46,Quant Small Cap Fund Direct Plan Growth
ITC Ltd.,Consumer Staples,Equity,20041.504,Quant Small Cap Fund Direct Plan Growth
HDFC Bank Ltd.,Financial,Equity,18967.852,Quant Small Cap Fund Direct Plan Growth
Jindal Stainless Ltd.,Metals & Mining,Equity,18609.968,Quant Small Cap Fund Direct Plan Growth
RBL Bank Ltd.,Financial,Equity,16104.78,Quant Small Cap Fund Direct Plan Growth
IRB Infrastructure Developers Ltd.,Construction,Equity,14315.36,Quant Small Cap Fund Direct Plan Growth
Punjab National Bank,Financial,Equity,13957.476,Quant Small Cap Fund Direct Plan Growth
Bikaji Foods International Ltd.,Consumer Staples,Equity,13599.592,Quant Small Cap Fund Direct Plan Growth
Just Dial Ltd.,Services,Equity,8947.1,Quant Small Cap Fund Direct Plan Growth
HFCL Ltd.,Communication,Equity,8231.332,Quant Small Cap Fund Direct Plan Growth
Hindustan Copper Ltd.,Metals & Mining,Equity,7873.448000000001,Quant Small Cap Fund Direct Plan Growth
Arvind Ltd.,Textiles,Equity,6799.796,Quant Small Cap Fund Direct Plan Growth
The India Cements Ltd.,Construction,Equity,6441.912,Quant Small Cap Fund Direct Plan Growth
Aegis Logistics Ltd.,Services,Equity,6441.912,Quant Small Cap Fund Direct Plan Growth
Archean Chemical Industries Ltd.,Chemicals,Equity,6441.912,Quant Small Cap Fund Direct Plan Growth
Zensar Technologies Ltd.,Technology,Equity,5726.144,Quant Small Cap Fund Direct Plan Growth
Anand Rathi Wealth Ltd.,Financial,Equity,5010.376,Quant Small Cap Fund Direct Plan Growth
Pricol Ltd.,Automobile,Equity,5010.376,Quant Small Cap Fund Direct Plan Growth
Natco Pharma Ltd.,Healthcare,Equity,4652.492,Quant Small Cap Fund Direct Plan Growth
Stylam Industries Ltd.,Consumer Staples,Equity,4294.608,Quant Small Cap Fund Direct Plan Growth
Sula Vineyards Ltd.,Consumer Staples,Equity,4294.608,Quant Small Cap Fund Direct Plan Growth
Blue Star Ltd.,Consumer Discretionary,Equity,3936.7240000000006,Quant Small Cap Fund Direct Plan Growth
The Jammu & Kashmir Bank Ltd.,Financial,Equity,3936.7240000000006,Quant Small Cap Fund Direct Plan Growth
Delta Corp Ltd.,Services,Equity,3220.956,Quant Small Cap Fund Direct Plan Growth
Rashtriya Chemicals and Fertilizers Ltd.,Chemicals,Equity,2863.072,Quant Small Cap Fund Direct Plan Growth
Divgi TorqTransfer Systems Ltd.,Automobile,Equity,2863.072,Quant Small Cap Fund Direct Plan Growth
Century Textiles & Industries Ltd.,Consumer Staples,Equity,2505.188,Quant Small Cap Fund Direct Plan Growth
Neuland Laboratories Ltd.,Healthcare,Equity,2505.188,Quant Small Cap Fund Direct Plan Growth
Suven Pharmaceuticals Ltd.,Healthcare,Equity,2505.188,Quant Small Cap Fund Direct Plan Growth
Garware Hi-Tech Films Ltd.,Chemicals,Equity,2505.188,Quant Small Cap Fund Direct Plan Growth
IDFC Ltd.,Financial,Equity,2505.188,Quant Small Cap Fund Direct Plan Growth
NCC Ltd.,Construction,Equity,2505.188,Quant Small Cap Fund Direct Plan Growth
PVR Ltd.,Services,Equity,2147.304,Quant Small Cap Fund Direct Plan Growth
Caplin Point Laboratories Ltd.,Healthcare,Equity,2147.304,Quant Small Cap Fund Direct Plan Growth
Tata Coffee Ltd.,Consumer Staples,Equity,2147.304,Quant Small Cap Fund Direct Plan Growth
Union Bank of India,Financial,Equity,2147.304,Quant Small Cap Fund Direct Plan Growth
Manappuram Finance Ltd.,Financial,Equity,2147.304,Quant Small Cap Fund Direct Plan Growth
KSB Ltd.,Capital Goods,Equity,2147.304,Quant Small Cap Fund Direct Plan Growth
Himadri Speciality Chemical Ltd.,Chemicals,Equity,1789.42,Quant Small Cap Fund Direct Plan Growth
Strides Pharma Science Ltd.,Healthcare,Equity,1789.42,Quant Small Cap Fund Direct Plan Growth
Tejas Networks Ltd.,Communication,Equity,1431.536,Quant Small Cap Fund Direct Plan Growth
Taj GVK Hotels & Resorts Ltd.,Services,Equity,1431.536,Quant Small Cap Fund Direct Plan Growth
West Coast Paper Mills Ltd.,Consumer Staples,Equity,1431.536,Quant Small Cap Fund Direct Plan Growth
Bharat Rasayan Ltd.,Chemicals,Equity,1431.536,Quant Small Cap Fund Direct Plan Growth
Sun Pharma Advanced Research Company Ltd.,Healthcare,Equity,1073.652,Quant Small Cap Fund Direct Plan Growth
PTC India Financial Services Ltd.,Financial,Equity,715.768,Quant Small Cap Fund Direct Plan Growth
NACL Industries Ltd.,Chemicals,Equity,715.768,Quant Small Cap Fund Direct Plan Growth
AGS Transact Technologies Ltd.,Services,Equity,715.768,Quant Small Cap Fund Direct Plan Growth
Nahar Spinning Mills Ltd.,Textiles,Equity,357.884,Quant Small Cap Fund Direct Plan Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,20796.33,DSP Healthcare Fund Direct Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,8054.07,DSP Healthcare Fund Direct Growth
Procter & Gamble Health Ltd.,Healthcare,Equity,7453.019999999999,DSP Healthcare Fund Direct Growth
Lupin Ltd.,Healthcare,Equity,6611.549999999999,DSP Healthcare Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,6371.129999999999,DSP Healthcare Fund Direct Growth
Alkem Laboratories Ltd.,Healthcare,Equity,6010.5,DSP Healthcare Fund Direct Growth
Alembic Pharmaceuticals Ltd.,Healthcare,Equity,5409.45,DSP Healthcare Fund Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,5169.03,DSP Healthcare Fund Direct Growth
Zydus Lifesciences Ltd.,Healthcare,Equity,5048.82,DSP Healthcare Fund Direct Growth
Suven Pharmaceuticals Ltd.,Healthcare,Equity,4688.19,DSP Healthcare Fund Direct Growth
Indoco Remedies Ltd.,Healthcare,Equity,4087.14,DSP Healthcare Fund Direct Growth
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,2524.41,DSP Healthcare Fund Direct Growth
Aarti Drugs Ltd.,Healthcare,Equity,2524.41,DSP Healthcare Fund Direct Growth
Syngene International Ltd.,Healthcare,Equity,2283.99,DSP Healthcare Fund Direct Growth
Kovai Medical Center & Hospital Ltd.,Healthcare,Equity,2163.78,DSP Healthcare Fund Direct Growth
Medplus Health Services Ltd.,Healthcare,Equity,1202.1,DSP Healthcare Fund Direct Growth
Pfizer Ltd.,Healthcare,Equity,480.84,DSP Healthcare Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,24890.652,Invesco India Growth Opportunities Fund Direct Growth
Infosys Ltd.,Technology,Equity,15373.638,Invesco India Growth Opportunities Fund Direct Growth
State Bank of India,Financial,Equity,12445.326,Invesco India Growth Opportunities Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,10615.131,Invesco India Growth Opportunities Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,9883.053,Invesco India Growth Opportunities Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,9150.975,Invesco India Growth Opportunities Fund Direct Growth
NTPC Ltd.,Energy,Equity,8052.858,Invesco India Growth Opportunities Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,7320.78,Invesco India Growth Opportunities Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,7320.78,Invesco India Growth Opportunities Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,6222.663,Invesco India Growth Opportunities Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,6222.663,Invesco India Growth Opportunities Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,5856.624,Invesco India Growth Opportunities Fund Direct Growth
Max Healthcare Institute Ltd.,Healthcare,Equity,5856.624,Invesco India Growth Opportunities Fund Direct Growth
Nestle India Ltd.,Consumer Staples,Equity,5490.585,Invesco India Growth Opportunities Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,5124.545999999999,Invesco India Growth Opportunities Fund Direct Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,5124.545999999999,Invesco India Growth Opportunities Fund Direct Growth
Coforge Ltd.,Technology,Equity,4758.507,Invesco India Growth Opportunities Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,4758.507,Invesco India Growth Opportunities Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,4758.507,Invesco India Growth Opportunities Fund Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,4758.507,Invesco India Growth Opportunities Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,4758.507,Invesco India Growth Opportunities Fund Direct Growth
TVS Motor Company Ltd.,Automobile,Equity,4392.468,Invesco India Growth Opportunities Fund Direct Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,4392.468,Invesco India Growth Opportunities Fund Direct Growth
AIA Engineering Ltd.,Metals & Mining,Equity,4392.468,Invesco India Growth Opportunities Fund Direct Growth
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,4026.429,Invesco India Growth Opportunities Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,4026.429,Invesco India Growth Opportunities Fund Direct Growth
Syngene International Ltd.,Healthcare,Equity,4026.429,Invesco India Growth Opportunities Fund Direct Growth
Grindwell Norton Ltd.,Metals & Mining,Equity,4026.429,Invesco India Growth Opportunities Fund Direct Growth
Home First Finance Company India Ltd.,Financial,Equity,4026.429,Invesco India Growth Opportunities Fund Direct Growth
Vinati Organics Ltd.,Chemicals,Equity,3660.39,Invesco India Growth Opportunities Fund Direct Growth
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,3660.39,Invesco India Growth Opportunities Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,3294.351,Invesco India Growth Opportunities Fund Direct Growth
Sapphire Foods India Ltd.,Services,Equity,3294.351,Invesco India Growth Opportunities Fund Direct Growth
