0,1,2,3
tata-infrastructure-fund-direct-growth,Infosys Ltd.,Technology,5.5
tata-infrastructure-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
tata-infrastructure-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
tata-infrastructure-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
tata-infrastructure-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
tata-infrastructure-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
tata-infrastructure-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
tata-infrastructure-fund-direct-growth,Crisil Ltd.,Services,3.2
tata-infrastructure-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
edelweiss-equity-opportunities-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
edelweiss-equity-opportunities-fund-direct-growth,Infosys Ltd.,Technology,5.5
edelweiss-equity-opportunities-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
edelweiss-equity-opportunities-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
edelweiss-equity-opportunities-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
edelweiss-equity-opportunities-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
edelweiss-equity-opportunities-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
edelweiss-equity-opportunities-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
edelweiss-equity-opportunities-fund-direct-growth,Crisil Ltd.,Services,3.2
edelweiss-equity-opportunities-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
sbi-infrastructure-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
sbi-infrastructure-fund-direct-growth,Infosys Ltd.,Technology,5.5
sbi-infrastructure-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
sbi-infrastructure-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
sbi-infrastructure-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
sbi-infrastructure-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
sbi-infrastructure-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
sbi-infrastructure-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
sbi-infrastructure-fund-direct-growth,Crisil Ltd.,Services,3.2
sbi-infrastructure-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
icici-prudential-exports-and-other-services-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
icici-prudential-exports-and-other-services-fund-direct-growth,Infosys Ltd.,Technology,5.5
icici-prudential-exports-and-other-services-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
icici-prudential-exports-and-other-services-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
icici-prudential-exports-and-other-services-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
icici-prudential-exports-and-other-services-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
icici-prudential-exports-and-other-services-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
icici-prudential-exports-and-other-services-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
icici-prudential-exports-and-other-services-fund-direct-growth,Crisil Ltd.,Services,3.2
icici-prudential-exports-and-other-services-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
dsp-blackrock-tax-saver-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
dsp-blackrock-tax-saver-fund-direct-growth,Infosys Ltd.,Technology,5.5
dsp-blackrock-tax-saver-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
dsp-blackrock-tax-saver-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
dsp-blackrock-tax-saver-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
dsp-blackrock-tax-saver-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
dsp-blackrock-tax-saver-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
dsp-blackrock-tax-saver-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
dsp-blackrock-tax-saver-fund-direct-growth,Crisil Ltd.,Services,3.2
dsp-blackrock-tax-saver-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
icici-prudential-top-100-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
icici-prudential-top-100-fund-direct-growth,Infosys Ltd.,Technology,5.5
icici-prudential-top-100-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
icici-prudential-top-100-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
icici-prudential-top-100-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
icici-prudential-top-100-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
icici-prudential-top-100-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
icici-prudential-top-100-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
icici-prudential-top-100-fund-direct-growth,Crisil Ltd.,Services,3.2
icici-prudential-top-100-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
sbi-magnum-multiplier-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
sbi-magnum-multiplier-fund-direct-growth,Infosys Ltd.,Technology,5.5
sbi-magnum-multiplier-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
sbi-magnum-multiplier-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
sbi-magnum-multiplier-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
sbi-magnum-multiplier-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
sbi-magnum-multiplier-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
sbi-magnum-multiplier-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
sbi-magnum-multiplier-fund-direct-growth,Crisil Ltd.,Services,3.2
sbi-magnum-multiplier-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
pgim-india-elss-tax-saver-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
pgim-india-elss-tax-saver-fund-direct-growth,Infosys Ltd.,Technology,5.5
pgim-india-elss-tax-saver-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
pgim-india-elss-tax-saver-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
pgim-india-elss-tax-saver-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
pgim-india-elss-tax-saver-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
pgim-india-elss-tax-saver-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
pgim-india-elss-tax-saver-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
pgim-india-elss-tax-saver-fund-direct-growth,Crisil Ltd.,Services,3.2
pgim-india-elss-tax-saver-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
idbi-dividend-yield-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
idbi-dividend-yield-fund-direct-growth,Infosys Ltd.,Technology,5.5
idbi-dividend-yield-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
idbi-dividend-yield-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
idbi-dividend-yield-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
idbi-dividend-yield-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
idbi-dividend-yield-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
idbi-dividend-yield-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
idbi-dividend-yield-fund-direct-growth,Crisil Ltd.,Services,3.2
idbi-dividend-yield-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
kotak-opportunities-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
kotak-opportunities-fund-direct-growth,Infosys Ltd.,Technology,5.5
kotak-opportunities-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
kotak-opportunities-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
kotak-opportunities-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
kotak-opportunities-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
kotak-opportunities-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
kotak-opportunities-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
kotak-opportunities-fund-direct-growth,Crisil Ltd.,Services,3.2
kotak-opportunities-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
lic-mf-midcap-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
lic-mf-midcap-fund-direct-growth,Infosys Ltd.,Technology,5.5
lic-mf-midcap-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
lic-mf-midcap-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
lic-mf-midcap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
lic-mf-midcap-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
lic-mf-midcap-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
lic-mf-midcap-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
lic-mf-midcap-fund-direct-growth,Crisil Ltd.,Services,3.2
lic-mf-midcap-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
icici-prudential-midcap-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
icici-prudential-midcap-fund-direct-growth,Infosys Ltd.,Technology,5.5
icici-prudential-midcap-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
icici-prudential-midcap-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
icici-prudential-midcap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
icici-prudential-midcap-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
icici-prudential-midcap-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
icici-prudential-midcap-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
icici-prudential-midcap-fund-direct-growth,Crisil Ltd.,Services,3.2
icici-prudential-midcap-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
sundaram-select-focus-direct-growth,Reliance Industries Ltd.,Energy,7.4
sundaram-select-focus-direct-growth,Infosys Ltd.,Technology,5.5
sundaram-select-focus-direct-growth,Cummins India Ltd.,Capital Goods,4.3
sundaram-select-focus-direct-growth,Siemens Ltd.,Capital Goods,3.9
sundaram-select-focus-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
sundaram-select-focus-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
sundaram-select-focus-direct-growth,KPR Mills Ltd.,Textiles,3.4
sundaram-select-focus-direct-growth,Thermax Ltd.,Capital Goods,3.3
sundaram-select-focus-direct-growth,Crisil Ltd.,Services,3.2
sundaram-select-focus-direct-growth,NMDC Ltd.,Metals & Mining,3.0
franklin-india-smaller-companies-fund-direct-growth,Reliance Industries Ltd.,Energy,7.4
franklin-india-smaller-companies-fund-direct-growth,Infosys Ltd.,Technology,5.5
franklin-india-smaller-companies-fund-direct-growth,Cummins India Ltd.,Capital Goods,4.3
franklin-india-smaller-companies-fund-direct-growth,Siemens Ltd.,Capital Goods,3.9
franklin-india-smaller-companies-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.6
franklin-india-smaller-companies-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,3.5
franklin-india-smaller-companies-fund-direct-growth,KPR Mills Ltd.,Textiles,3.4
franklin-india-smaller-companies-fund-direct-growth,Thermax Ltd.,Capital Goods,3.3
franklin-india-smaller-companies-fund-direct-growth,Crisil Ltd.,Services,3.2
franklin-india-smaller-companies-fund-direct-growth,NMDC Ltd.,Metals & Mining,3.0
union-tax-saver-scheme-direct-growth,Reliance Industries Ltd.,Energy,8.2
union-tax-saver-scheme-direct-growth,Infosys Ltd.,Technology,7.5
union-tax-saver-scheme-direct-growth,ICICI Bank Ltd.,Financial,7.3
union-tax-saver-scheme-direct-growth,HDFC Bank Ltd.,Financial,5.4
union-tax-saver-scheme-direct-growth,State Bank of India,Financial,3.2
union-tax-saver-scheme-direct-growth,Axis Bank Ltd.,Financial,3.1
union-tax-saver-scheme-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
union-tax-saver-scheme-direct-growth,Bharti Airtel Ltd.,Communication,3.0
union-tax-saver-scheme-direct-growth,Bajaj Finance Ltd.,Financial,2.9
union-tax-saver-scheme-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
union-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
union-equity-fund-direct-growth,Infosys Ltd.,Technology,7.5
union-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
union-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
union-equity-fund-direct-growth,State Bank of India,Financial,3.2
union-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
union-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
union-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
union-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
union-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
uti-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
uti-equity-fund-direct-growth,Infosys Ltd.,Technology,7.5
uti-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
uti-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
uti-equity-fund-direct-growth,State Bank of India,Financial,3.2
uti-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
uti-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
uti-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
uti-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
uti-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
invesco-india-mid-n-small-cap-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
invesco-india-mid-n-small-cap-fund-direct-growth,Infosys Ltd.,Technology,7.5
invesco-india-mid-n-small-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
invesco-india-mid-n-small-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
invesco-india-mid-n-small-cap-fund-direct-growth,State Bank of India,Financial,3.2
invesco-india-mid-n-small-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
invesco-india-mid-n-small-cap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
invesco-india-mid-n-small-cap-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
invesco-india-mid-n-small-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
invesco-india-mid-n-small-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
idbi-diversified-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
idbi-diversified-equity-fund-direct-growth,Infosys Ltd.,Technology,7.5
idbi-diversified-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
idbi-diversified-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
idbi-diversified-equity-fund-direct-growth,State Bank of India,Financial,3.2
idbi-diversified-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
idbi-diversified-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
idbi-diversified-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
idbi-diversified-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
idbi-diversified-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
canara-robeco-large-cap-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
canara-robeco-large-cap-fund-direct-growth,Infosys Ltd.,Technology,7.5
canara-robeco-large-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
canara-robeco-large-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
canara-robeco-large-cap-fund-direct-growth,State Bank of India,Financial,3.2
canara-robeco-large-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
canara-robeco-large-cap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
canara-robeco-large-cap-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
canara-robeco-large-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
canara-robeco-large-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
icici-prudential-dividend-yield-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
icici-prudential-dividend-yield-equity-fund-direct-growth,Infosys Ltd.,Technology,7.5
icici-prudential-dividend-yield-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
icici-prudential-dividend-yield-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
icici-prudential-dividend-yield-equity-fund-direct-growth,State Bank of India,Financial,3.2
icici-prudential-dividend-yield-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
icici-prudential-dividend-yield-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
icici-prudential-dividend-yield-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
icici-prudential-dividend-yield-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
icici-prudential-dividend-yield-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
templeton-india-growth-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
templeton-india-growth-fund-direct-growth,Infosys Ltd.,Technology,7.5
templeton-india-growth-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
templeton-india-growth-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
templeton-india-growth-fund-direct-growth,State Bank of India,Financial,3.2
templeton-india-growth-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
templeton-india-growth-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
templeton-india-growth-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
templeton-india-growth-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
templeton-india-growth-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
canara-robeco-equity-diversified-direct-growth,Reliance Industries Ltd.,Energy,8.2
canara-robeco-equity-diversified-direct-growth,Infosys Ltd.,Technology,7.5
canara-robeco-equity-diversified-direct-growth,ICICI Bank Ltd.,Financial,7.3
canara-robeco-equity-diversified-direct-growth,HDFC Bank Ltd.,Financial,5.4
canara-robeco-equity-diversified-direct-growth,State Bank of India,Financial,3.2
canara-robeco-equity-diversified-direct-growth,Axis Bank Ltd.,Financial,3.1
canara-robeco-equity-diversified-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
canara-robeco-equity-diversified-direct-growth,Bharti Airtel Ltd.,Communication,3.0
canara-robeco-equity-diversified-direct-growth,Bajaj Finance Ltd.,Financial,2.9
canara-robeco-equity-diversified-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
baroda-pioneer-elss-96-plan-b-direct-growth,Reliance Industries Ltd.,Energy,8.2
baroda-pioneer-elss-96-plan-b-direct-growth,Infosys Ltd.,Technology,7.5
baroda-pioneer-elss-96-plan-b-direct-growth,ICICI Bank Ltd.,Financial,7.3
baroda-pioneer-elss-96-plan-b-direct-growth,HDFC Bank Ltd.,Financial,5.4
baroda-pioneer-elss-96-plan-b-direct-growth,State Bank of India,Financial,3.2
baroda-pioneer-elss-96-plan-b-direct-growth,Axis Bank Ltd.,Financial,3.1
baroda-pioneer-elss-96-plan-b-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
baroda-pioneer-elss-96-plan-b-direct-growth,Bharti Airtel Ltd.,Communication,3.0
baroda-pioneer-elss-96-plan-b-direct-growth,Bajaj Finance Ltd.,Financial,2.9
baroda-pioneer-elss-96-plan-b-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
mirae-asset-great-consumer-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
mirae-asset-great-consumer-fund-direct-growth,Infosys Ltd.,Technology,7.5
mirae-asset-great-consumer-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
mirae-asset-great-consumer-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
mirae-asset-great-consumer-fund-direct-growth,State Bank of India,Financial,3.2
mirae-asset-great-consumer-fund-direct-growth,Axis Bank Ltd.,Financial,3.1
mirae-asset-great-consumer-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.1
mirae-asset-great-consumer-fund-direct-growth,Bharti Airtel Ltd.,Communication,3.0
mirae-asset-great-consumer-fund-direct-growth,Bajaj Finance Ltd.,Financial,2.9
mirae-asset-great-consumer-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.8
navi-large-midcap-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
navi-large-midcap-fund-direct-growth,Infosys Ltd.,Technology,7.5
navi-large-midcap-fund-direct-growth,ICICI Bank Ltd.,Financial,7.3
navi-large-midcap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
