Fund-name,invested-firm,industry,percentage
jm-equity-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,2.4
jm-equity-direct-growth,Bharat Electronics Ltd.,Capital Goods,2.3
jm-equity-direct-growth,AU Small Finance Bank Ltd.,Financial,2.3
mahindra-pragati-bluechip-yojana-direct-growth,The Federal Bank Ltd.,Financial,3.7
mahindra-pragati-bluechip-yojana-direct-growth,Schaeffler India Ltd.,Capital Goods,3.4
mahindra-pragati-bluechip-yojana-direct-growth,Bank Of Baroda,Financial,3.0
mahindra-pragati-bluechip-yojana-direct-growth,Axis Bank Ltd.,Financial,2.9
mahindra-pragati-bluechip-yojana-direct-growth,Shriram Finance Ltd,Financial,2.8
mahindra-pragati-bluechip-yojana-direct-growth,Varun Beverages Ltd.,Consumer Staples,2.6
mahindra-pragati-bluechip-yojana-direct-growth,Trent Ltd.,Services,2.4
mahindra-pragati-bluechip-yojana-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,2.4
mahindra-pragati-bluechip-yojana-direct-growth,Bharat Electronics Ltd.,Capital Goods,2.3
mahindra-pragati-bluechip-yojana-direct-growth,AU Small Finance Bank Ltd.,Financial,2.3
kotak-50-direct-growth,ICICI Bank Ltd.,Financial,7.2
kotak-50-direct-growth,Reliance Industries Ltd.,Energy,6.6
kotak-50-direct-growth,HDFC Bank Ltd.,Financial,6.2
kotak-50-direct-growth,Infosys Ltd.,Technology,5.5
kotak-50-direct-growth,Axis Bank Ltd.,Financial,4.2
kotak-50-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
kotak-50-direct-growth,ITC Ltd.,Consumer Staples,2.9
kotak-50-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
kotak-50-direct-growth,State Bank of India,Financial,2.8
kotak-50-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,ICICI Bank Ltd.,Financial,7.2
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,Reliance Industries Ltd.,Energy,6.6
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,HDFC Bank Ltd.,Financial,6.2
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,Infosys Ltd.,Technology,5.5
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,Axis Bank Ltd.,Financial,4.2
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,ITC Ltd.,Consumer Staples,2.9
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,State Bank of India,Financial,2.8
icici-prudential-long-term-equity-fund-tax-saving-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
sundaram-balanced-advantage-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
sundaram-balanced-advantage-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
sundaram-balanced-advantage-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
sundaram-balanced-advantage-fund-direct-growth,Infosys Ltd.,Technology,5.5
sundaram-balanced-advantage-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
sundaram-balanced-advantage-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
sundaram-balanced-advantage-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
sundaram-balanced-advantage-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
sundaram-balanced-advantage-fund-direct-growth,State Bank of India,Financial,2.8
sundaram-balanced-advantage-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
birla-sun-life-india-gennext-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
birla-sun-life-india-gennext-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
birla-sun-life-india-gennext-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
birla-sun-life-india-gennext-fund-direct-growth,Infosys Ltd.,Technology,5.5
birla-sun-life-india-gennext-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
birla-sun-life-india-gennext-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
birla-sun-life-india-gennext-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
birla-sun-life-india-gennext-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
birla-sun-life-india-gennext-fund-direct-growth,State Bank of India,Financial,2.8
birla-sun-life-india-gennext-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
tata-equity-pe-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
tata-equity-pe-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
tata-equity-pe-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
tata-equity-pe-fund-direct-growth,Infosys Ltd.,Technology,5.5
tata-equity-pe-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
tata-equity-pe-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
tata-equity-pe-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
tata-equity-pe-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
tata-equity-pe-fund-direct-growth,State Bank of India,Financial,2.8
tata-equity-pe-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
hdfc-top-200-direct-growth,ICICI Bank Ltd.,Financial,7.2
hdfc-top-200-direct-growth,Reliance Industries Ltd.,Energy,6.6
hdfc-top-200-direct-growth,HDFC Bank Ltd.,Financial,6.2
hdfc-top-200-direct-growth,Infosys Ltd.,Technology,5.5
hdfc-top-200-direct-growth,Axis Bank Ltd.,Financial,4.2
hdfc-top-200-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
hdfc-top-200-direct-growth,ITC Ltd.,Consumer Staples,2.9
hdfc-top-200-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
hdfc-top-200-direct-growth,State Bank of India,Financial,2.8
hdfc-top-200-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
edelweiss-top-100-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
edelweiss-top-100-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
edelweiss-top-100-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
edelweiss-top-100-fund-direct-growth,Infosys Ltd.,Technology,5.5
edelweiss-top-100-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
edelweiss-top-100-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
edelweiss-top-100-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
edelweiss-top-100-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
edelweiss-top-100-fund-direct-growth,State Bank of India,Financial,2.8
edelweiss-top-100-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
hsbc-midcap-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
hsbc-midcap-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
hsbc-midcap-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
hsbc-midcap-fund-direct-growth,Infosys Ltd.,Technology,5.5
hsbc-midcap-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
hsbc-midcap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
hsbc-midcap-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
hsbc-midcap-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
hsbc-midcap-fund-direct-growth,State Bank of India,Financial,2.8
hsbc-midcap-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
nippon-india-vision-direct-growth,ICICI Bank Ltd.,Financial,7.2
nippon-india-vision-direct-growth,Reliance Industries Ltd.,Energy,6.6
nippon-india-vision-direct-growth,HDFC Bank Ltd.,Financial,6.2
nippon-india-vision-direct-growth,Infosys Ltd.,Technology,5.5
nippon-india-vision-direct-growth,Axis Bank Ltd.,Financial,4.2
nippon-india-vision-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
nippon-india-vision-direct-growth,ITC Ltd.,Consumer Staples,2.9
nippon-india-vision-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
nippon-india-vision-direct-growth,State Bank of India,Financial,2.8
nippon-india-vision-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
hdfc-housing-opportunities-fund-series-1-direct-growth,ICICI Bank Ltd.,Financial,7.2
hdfc-housing-opportunities-fund-series-1-direct-growth,Reliance Industries Ltd.,Energy,6.6
hdfc-housing-opportunities-fund-series-1-direct-growth,HDFC Bank Ltd.,Financial,6.2
hdfc-housing-opportunities-fund-series-1-direct-growth,Infosys Ltd.,Technology,5.5
hdfc-housing-opportunities-fund-series-1-direct-growth,Axis Bank Ltd.,Financial,4.2
hdfc-housing-opportunities-fund-series-1-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
hdfc-housing-opportunities-fund-series-1-direct-growth,ITC Ltd.,Consumer Staples,2.9
hdfc-housing-opportunities-fund-series-1-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
hdfc-housing-opportunities-fund-series-1-direct-growth,State Bank of India,Financial,2.8
hdfc-housing-opportunities-fund-series-1-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
edelweiss-absolute-return-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
edelweiss-absolute-return-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
edelweiss-absolute-return-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
edelweiss-absolute-return-fund-direct-growth,Infosys Ltd.,Technology,5.5
edelweiss-absolute-return-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
edelweiss-absolute-return-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
edelweiss-absolute-return-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
edelweiss-absolute-return-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
edelweiss-absolute-return-fund-direct-growth,State Bank of India,Financial,2.8
edelweiss-absolute-return-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
quantum-tax-saving-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
quantum-tax-saving-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
quantum-tax-saving-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
quantum-tax-saving-fund-direct-growth,Infosys Ltd.,Technology,5.5
quantum-tax-saving-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
quantum-tax-saving-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
quantum-tax-saving-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
quantum-tax-saving-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
quantum-tax-saving-fund-direct-growth,State Bank of India,Financial,2.8
quantum-tax-saving-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
baroda-pioneer-balance-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
baroda-pioneer-balance-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
baroda-pioneer-balance-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
baroda-pioneer-balance-fund-direct-growth,Infosys Ltd.,Technology,5.5
baroda-pioneer-balance-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
baroda-pioneer-balance-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
baroda-pioneer-balance-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
baroda-pioneer-balance-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
baroda-pioneer-balance-fund-direct-growth,State Bank of India,Financial,2.8
baroda-pioneer-balance-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
franklin-india-life-stage-20s-plan-direct-growth,ICICI Bank Ltd.,Financial,7.2
franklin-india-life-stage-20s-plan-direct-growth,Reliance Industries Ltd.,Energy,6.6
franklin-india-life-stage-20s-plan-direct-growth,HDFC Bank Ltd.,Financial,6.2
franklin-india-life-stage-20s-plan-direct-growth,Infosys Ltd.,Technology,5.5
franklin-india-life-stage-20s-plan-direct-growth,Axis Bank Ltd.,Financial,4.2
franklin-india-life-stage-20s-plan-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
franklin-india-life-stage-20s-plan-direct-growth,ITC Ltd.,Consumer Staples,2.9
franklin-india-life-stage-20s-plan-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
franklin-india-life-stage-20s-plan-direct-growth,State Bank of India,Financial,2.8
franklin-india-life-stage-20s-plan-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
uti-infrastructure-fund-direct-growth,ICICI Bank Ltd.,Financial,7.2
uti-infrastructure-fund-direct-growth,Reliance Industries Ltd.,Energy,6.6
uti-infrastructure-fund-direct-growth,HDFC Bank Ltd.,Financial,6.2
uti-infrastructure-fund-direct-growth,Infosys Ltd.,Technology,5.5
uti-infrastructure-fund-direct-growth,Axis Bank Ltd.,Financial,4.2
uti-infrastructure-fund-direct-growth,Larsen & Toubro Ltd.,Construction,3.9
uti-infrastructure-fund-direct-growth,ITC Ltd.,Consumer Staples,2.9
uti-infrastructure-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,2.9
uti-infrastructure-fund-direct-growth,State Bank of India,Financial,2.8
uti-infrastructure-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,2.5
icici-prudential-fmcg-direct-growth,ITC Ltd.,Consumer Staples,25.9
icici-prudential-fmcg-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
icici-prudential-fmcg-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
icici-prudential-fmcg-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
icici-prudential-fmcg-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
icici-prudential-fmcg-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
icici-prudential-fmcg-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
icici-prudential-fmcg-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
icici-prudential-fmcg-direct-growth,Avenue Supermarts Ltd.,Services,2.8
icici-prudential-fmcg-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
taurus-nifty-index-fund-direct-growth,ITC Ltd.,Consumer Staples,25.9
taurus-nifty-index-fund-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
taurus-nifty-index-fund-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
taurus-nifty-index-fund-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
taurus-nifty-index-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
taurus-nifty-index-fund-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
taurus-nifty-index-fund-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
taurus-nifty-index-fund-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
taurus-nifty-index-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
taurus-nifty-index-fund-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
sundaram-nifty-100-equal-weight-fund-direct-growth,ITC Ltd.,Consumer Staples,25.9
sundaram-nifty-100-equal-weight-fund-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
sundaram-nifty-100-equal-weight-fund-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
sundaram-nifty-100-equal-weight-fund-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
sundaram-nifty-100-equal-weight-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
sundaram-nifty-100-equal-weight-fund-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
sundaram-nifty-100-equal-weight-fund-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
sundaram-nifty-100-equal-weight-fund-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
sundaram-nifty-100-equal-weight-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
sundaram-nifty-100-equal-weight-fund-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
uti-long-term-equity-fund-tax-saving-direct-growth,ITC Ltd.,Consumer Staples,25.9
uti-long-term-equity-fund-tax-saving-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
uti-long-term-equity-fund-tax-saving-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
uti-long-term-equity-fund-tax-saving-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
uti-long-term-equity-fund-tax-saving-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
uti-long-term-equity-fund-tax-saving-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
uti-long-term-equity-fund-tax-saving-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
uti-long-term-equity-fund-tax-saving-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
uti-long-term-equity-fund-tax-saving-direct-growth,Avenue Supermarts Ltd.,Services,2.8
uti-long-term-equity-fund-tax-saving-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
hsbc-business-cycles-fund-direct-growth,ITC Ltd.,Consumer Staples,25.9
hsbc-business-cycles-fund-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
hsbc-business-cycles-fund-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
hsbc-business-cycles-fund-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
hsbc-business-cycles-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
hsbc-business-cycles-fund-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
hsbc-business-cycles-fund-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
hsbc-business-cycles-fund-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
hsbc-business-cycles-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
hsbc-business-cycles-fund-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
navi-flexi-cap-fund-direct-growth,ITC Ltd.,Consumer Staples,25.9
navi-flexi-cap-fund-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
navi-flexi-cap-fund-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
navi-flexi-cap-fund-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
navi-flexi-cap-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
navi-flexi-cap-fund-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
navi-flexi-cap-fund-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
navi-flexi-cap-fund-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
navi-flexi-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
navi-flexi-cap-fund-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
birla-sun-life-frontline-equity-fund-direct-growth,ITC Ltd.,Consumer Staples,25.9
birla-sun-life-frontline-equity-fund-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
birla-sun-life-frontline-equity-fund-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
birla-sun-life-frontline-equity-fund-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
birla-sun-life-frontline-equity-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
birla-sun-life-frontline-equity-fund-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
birla-sun-life-frontline-equity-fund-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
birla-sun-life-frontline-equity-fund-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
birla-sun-life-frontline-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,2.8
birla-sun-life-frontline-equity-fund-direct-growth,Zydus Wellness Ltd.,Consumer Staples,2.7
hdfc-multiple-yield-fund-plan-2005-direct-growth,ITC Ltd.,Consumer Staples,25.9
hdfc-multiple-yield-fund-plan-2005-direct-growth,Hindustan Unilever Ltd.,Consumer Staples,16.2
hdfc-multiple-yield-fund-plan-2005-direct-growth,Nestle India Ltd.,Consumer Staples,6.8
hdfc-multiple-yield-fund-plan-2005-direct-growth,Dabur India Ltd.,Consumer Staples,4.9
hdfc-multiple-yield-fund-plan-2005-direct-growth,Britannia Industries Ltd.,Consumer Staples,3.6
hdfc-multiple-yield-fund-plan-2005-direct-growth,Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,3.6
hdfc-multiple-yield-fund-plan-2005-direct-growth,Godrej Consumer Products Ltd.,Consumer Staples,3.5
hdfc-multiple-yield-fund-plan-2005-direct-growth,Gillette India Ltd.,Consumer Staples,3.3
